"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Youssef","Aimen","2020","FINANCE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Alexis","Moussa","2020","ECONOMIE;DURABLE;AERONAUTIQUE;FINANCE","CONFIDENT;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Jeane","Mahia","2020","SCIENCE;ENERGIE;MANAGEMENT;ECONOMIE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Mae-li","Rhyan","2020","MANAGEMENT","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Noahm","Leho","2020","SCIENCE;DURABLE","ENTREPRENEURIAT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Enry","Erwan","2020","DURABLE","ENTREPRISE;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Clea","Faustine","2020","ECONOMIE;CONSEIL;INTELLIGENCE_ARTIFICIELLE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Achile","Thimeo","2020","ECONOMIE;FINANCE;POLITIQUE","ENTREPRISE;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Axel","Garance","2020","DATA;ECONOMIE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Loic","Joy","2020","SPATIAL;CONSEIL;FINANCE","CONFIDENT;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Miriam","Anthoni","2020","FINANCE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Ahna","Sammuel","2020","MATHS","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Na'il","Aimen","2020","NUCLEAIRE;MANAGEMENT;INTELLIGENCE_ARTIFICIELLE;AERONAUTIQUE","ENTREPRISE;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Alexis","Lhouna","2020","ECONOMIE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Gabin","Andrea","2020","STRATEGIE;SCIENCE;DURABLE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Eloise","Come","2020","ECONOMIE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Paul","Auceane","2020","MATHS;SPATIAL;ENERGIE;FINANCE","ENTREPRISE;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Naulan","Luci","2020","MATHS;INTELLIGENCE_ARTIFICIELLE;POLITIQUE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Isma'il","Victoria","2020","MATHS;ENERGIE;DURABLE","ENTREPRISE;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Anis","Anthonin","2020","MATHS","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Anaele","Celhia","2020","MATHS;STRATEGIE;DURABLE","CONFIDENT;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Elena","Emi","2020","SCIENCE;ECONOMIE","ENTREPRISE;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Anais","Mae-lee","2020","SCIENCE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Anais","Thibault","2020","SCIENCE;ECONOMIE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Elsa","Lehny","2020","NUCLEAIRE;ENERGIE;FINANCE;POLITIQUE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Maria","Victor","2020","MATHS;ENERGIE;DURABLE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Josefine","Nicolas","2020","ECONOMIE;NUCLEAIRE","CONFIDENT;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Chahina","Felix","2020","DATA;DURABLE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Ameli","Zeli","2020","NUCLEAIRE;CONSEIL;FINANCE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Marwa","Mateo","2020","POLITIQUE","ENTREPRISE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Assia","Maxime","2020","SPATIAL;ECONOMIE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Lali","Rose","2020","FINANCE","CONFIDENT;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Clara","Jeane","2020","SPATIAL","ADMINISTRATION;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Aimen","Selena","2020","NUCLEAIRE;DURABLE;ECONOMIE","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Cali","Emi","2020","ECONOMIE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Clemence","Saffia","2020","MANAGEMENT;CONSEIL;POLITIQUE;DURABLE","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Adrien","Hinaya","2020","DATA","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Malho","Cauline","2020","DEFENSE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Marceau","Ali","2020","SPATIAL;ENERGIE","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Ahlan","Kahis","2020","MATHS;SPATIAL;CONSEIL;FINANCE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Josefine","Albane","2020","DATA","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Alexandre","Lucas","2020","MANAGEMENT;FINANCE","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Lucile","Romane","2020","POLITIQUE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Olivia","Meriem","2020","ENERGIE;AERONAUTIQUE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Ameli","Anthoine","2020","MATHS;ENERGIE","RESEAUTER;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Milo","Ezio","2020","SPATIAL;FINANCE","RESEAUTER;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Lise","Marius","2020","DATA;ECONOMIE;MATHS;POLITIQUE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Lilian","Romane","2020","INTELLIGENCE_ARTIFICIELLE;ENERGIE;AERONAUTIQUE;NUCLEAIRE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Margaux","Lara","2020","STRATEGIE;NUCLEAIRE;AERONAUTIQUE;FINANCE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Romain","Ewen","2020","STRATEGIE;NUCLEAIRE;ENERGIE;SPATIAL","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Robin","Clarisse","2020","DATA","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Brian","Emile","2020","MANAGEMENT","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Brian","Marin","2020","DURABLE;DEFENSE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mathilde","Gaspard","2020","STRATEGIE;DURABLE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Lou","Stela","2020","NUCLEAIRE;DURABLE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Zakaria","Lilian","2020","ENERGIE;AERONAUTIQUE;POLITIQUE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Simon","Amir","2020","MATHS;MANAGEMENT;AERONAUTIQUE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Joana","Natan","2020","MATHS;INTELLIGENCE_ARTIFICIELLE;FINANCE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Auceane","Diego","2020","DATA;AERONAUTIQUE;FINANCE","CONFIDENT;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Valentin","Nhoa","2020","AERONAUTIQUE;DEFENSE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Thimote","Jeane","2020","MATHS;STRATEGIE;MANAGEMENT;AERONAUTIQUE","CONFIDENT;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Anthonin","Ali","2020","MATHS;MANAGEMENT","CONFIDENT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Aioub","Amelia","2020","MATHS;SCIENCE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Marius","Julian","2020","MATHS;ECONOMIE;DURABLE;AERONAUTIQUE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Paul","Dina","2020","DATA;SPATIAL;DURABLE;CONSEIL","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Lino","Achile","2020","MANAGEMENT;FINANCE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Joshua","Assia","2020","SCIENCE;FINANCE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Alessio","Anthonin","2020","MANAGEMENT","ENTREPRISE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Eli","Hibrahim","2020","SCIENCE;AERONAUTIQUE;ECONOMIE","ADMINISTRATION;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Hinaya","Charlotte","2020","DATA","CONFIDENT;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Amza","Dina","2020","MANAGEMENT","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Maeva","Tristan","2020","ECONOMIE;CONSEIL","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Amandine","Adem","2020","MATHS;ENERGIE;FINANCE","ENTREPRISE;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Soline","Garance","2020","SPATIAL","ENTREPRISE;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Olivia","Mae","2020","SCIENCE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Lhya","Guilaume","2020","POLITIQUE","CONFIDENT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Hilan","Milan","2020","ECONOMIE;ENERGIE;NUCLEAIRE","CONFIDENT;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Na'il","Charlie","2020","MANAGEMENT;CONSEIL","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Achile","Selma","2020","DATA;ENERGIE;FINANCE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Ameli","Armand","2020","SPATIAL;ENERGIE;AERONAUTIQUE;POLITIQUE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Lluna","Luka","2020","NUCLEAIRE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Younes","Ioan","2020","INTELLIGENCE_ARTIFICIELLE;DEFENSE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Lou-anne","Lali","2020","SCIENCE;ENERGIE;DURABLE;MANAGEMENT","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Victoire","Lara","2020","NUCLEAIRE;DURABLE;POLITIQUE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Milan","Axel","2020","MATHS;SPATIAL;ENERGIE;MANAGEMENT","ENTREPRISE","True"
