"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Clemence","Stela","2020","NUCLEAIRE","ADMINISTRATION;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Saffia","Mari","2020","MATHS","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Mehlia","Erwan","2020","STRATEGIE;FINANCE;DEFENSE","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Sofi","Esteban","2020","FINANCE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Andrea","Come","2020","ECONOMIE;ENERGIE","ENTREPRISE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Younes","Aicha","2020","SCIENCE;MANAGEMENT;INTELLIGENCE_ARTIFICIELLE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Charlotte","Asma","2020","SCIENCE;MANAGEMENT;CONSEIL","CONFIDENT;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Naura","Nael","2020","ECONOMIE;MANAGEMENT;DEFENSE","ENTREPRISE;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Malho","Hyanis","2020","DATA;SCIENCE;DURABLE","ENTREPRISE;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Elise","Ian","2020","DATA;SPATIAL;FINANCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Luci","Josefine","2020","SPATIAL;ENERGIE","CONFIDENT;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Laurine","Simon","2020","DATA;AERONAUTIQUE;DEFENSE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Guilaume","Leane","2020","MATHS;SCIENCE;DURABLE;CONSEIL","ENTREPRISE;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Fathima","Charlotte","2020","MATHS;SPATIAL;DURABLE","ENTREPRISE;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Kelhia","Eliana","2020","NUCLEAIRE;SPATIAL;MANAGEMENT;DEFENSE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Felix","Charline","2020","SCIENCE;MANAGEMENT;SPATIAL","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Rafael","Marceau","2020","STRATEGIE;SPATIAL;AERONAUTIQUE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Sammuel","Leila","2020","DEFENSE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Hyanis","Lise","2020","ECONOMIE","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Enry","Enzho","2020","MATHS;ECONOMIE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Nour","Olivia","2020","DATA;INTELLIGENCE_ARTIFICIELLE;DURABLE","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Dhylan","Eeva","2020","MATHS;SCIENCE;STRATEGIE","ENTREPRISE;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Daurian","Tristan","2020","NUCLEAIRE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Leandro","Lea","2020","MATHS;AERONAUTIQUE;FINANCE;POLITIQUE","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Naulan","Alicia","2020","MATHS","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Corenthin","Clea","2020","INTELLIGENCE_ARTIFICIELLE;SCIENCE","CONFIDENT;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Elio","Yassine","2020","MATHS;SCIENCE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Soan","Hylian","2020","MATHS","ENTREPRISE;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Lili","Amir","2020","DATA;MATHS;POLITIQUE;DEFENSE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Maiween","Ninon","2020","DURABLE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Saara","Benjamin","2020","DATA;MATHS","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Jhoan","Victor","2020","MATHS;ENERGIE;MANAGEMENT","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Alicia","Sammuel","2020","NUCLEAIRE;SPATIAL","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Melvin","Leho","2020","ENERGIE;MANAGEMENT;CONSEIL","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Tessa","Lili","2020","ECONOMIE;DURABLE;AERONAUTIQUE;MANAGEMENT","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mael","Nahia","2020","MATHS;NUCLEAIRE;AERONAUTIQUE;POLITIQUE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Mia","Nehlia","2020","SPATIAL;MANAGEMENT","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Hylies","Mae","2020","ECONOMIE;MANAGEMENT;CONSEIL","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Maddi","Ninho","2020","DATA;POLITIQUE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Gael","Eloise","2020","INTELLIGENCE_ARTIFICIELLE;CONSEIL;DEFENSE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Salma","Wassim","2020","FINANCE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Maeline","Elio","2020","MATHS;NUCLEAIRE;DURABLE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Lilia","Lhiam","2020","SPATIAL;ENERGIE","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Alicia","Anais","2020","DATA;SCIENCE;INTELLIGENCE_ARTIFICIELLE","ADMINISTRATION;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Elina","Lilian","2020","ECONOMIE;SPATIAL;CONSEIL","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Louis","Lehny","2020","POLITIQUE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Hissa","Jena","2020","ENERGIE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Charline","Elena","2020","SCIENCE","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Khylian","Amandine","2020","SCIENCE;INTELLIGENCE_ARTIFICIELLE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Lhiam","Jules","2020","STRATEGIE;DATA","ENTREPRISE","True"
