"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Louka","Tea","2008","NUCLEAIRE;FINANCE;POLITIQUE;DEFENSE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Mairon","Lou-anne","1991","FINANCE","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Garance","Aaron","1976","ECONOMIE;POLITIQUE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Evahn","Yasmine","1970","STRATEGIE;SCIENCE;ENERGIE","ENTREPRISE;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Quentin","Miriam","1976","SPATIAL;SCIENCE;CONSEIL","ENTREPRISE;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Isma'il","Simon","2004","ECONOMIE;ENERGIE;AERONAUTIQUE;SPATIAL","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Cassandre","Mae-li","2002","NUCLEAIRE;MANAGEMENT","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Leena","Marius","1985","STRATEGIE;MATHS;DEFENSE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Chana","Andrea","1981","SPATIAL;DURABLE;ECONOMIE","CONFIDENT;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Meriem","Mathilde","2004","FINANCE","ENTREPRISE;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Lilian","Luka","1972","SPATIAL;MANAGEMENT","CONFIDENT;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Clea","Tahis","1971","STRATEGIE;ENERGIE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Apauline","Ahava","2007","INTELLIGENCE_ARTIFICIELLE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Ismael","Ulisse","1972","MATHS;DEFENSE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Baptiste","Zhoé","1990","STRATEGIE;ENERGIE;DURABLE;FINANCE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Celhia","Pauline","1980","STRATEGIE;ECONOMIE;MANAGEMENT","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Thibault","Tea","1981","DATA;INTELLIGENCE_ARTIFICIELLE;ENERGIE","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Romane","Gabin","1990","NUCLEAIRE;FINANCE;DEFENSE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Daniel","Victoire","2007","INTELLIGENCE_ARTIFICIELLE;DURABLE;AERONAUTIQUE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Elias","Leandre","1979","STRATEGIE;MANAGEMENT;FINANCE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Hibrahim","Mehlia","1994","DATA;NUCLEAIRE;ECONOMIE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Diego","Lili-rose","2006","SCIENCE;ENERGIE","ENTREPRISE;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Adrien","Sofi","1990","SCIENCE;DEFENSE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Diane","Kenza","2000","STRATEGIE;SCIENCE;SPATIAL;POLITIQUE","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Joshua","Camelia","1987","POLITIQUE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Elina","Anthonin","1973","AERONAUTIQUE;CONSEIL","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Amir","Thomas","1993","ECONOMIE;CONSEIL","ADMINISTRATION;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Eden","Marin","1980","POLITIQUE","CONFIDENT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Laurenzo","Livia","1990","INTELLIGENCE_ARTIFICIELLE;DURABLE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Maxime","Aicha","1990","SCIENCE;AERONAUTIQUE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Ines","Lila","1975","SCIENCE;NUCLEAIRE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Erwan","Simon","2001","STRATEGIE;INTELLIGENCE_ARTIFICIELLE;DATA","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Clarisse","Joshua","2004","INTELLIGENCE_ARTIFICIELLE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","David","Margaut","2005","DATA;ENERGIE;AERONAUTIQUE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Garance","Victoire","1991","SCIENCE","RESEAUTER;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Asma","Laula","1984","POLITIQUE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Anis","Ali","2003","STRATEGIE;SPATIAL;DURABLE;CONSEIL","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Ema","Maeva","1998","MATHS;NUCLEAIRE;MANAGEMENT;DEFENSE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Maeline","Naulan","1977","DURABLE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Ahna","Elise","1983","SCIENCE;INTELLIGENCE_ARTIFICIELLE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Carla","Leho","1987","MATHS;NUCLEAIRE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Jena","Younes","1990","STRATEGIE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Achile","Victor","1984","NUCLEAIRE;DURABLE;AERONAUTIQUE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Leoni","Bilal","1990","MATHS;INTELLIGENCE_ARTIFICIELLE;ECONOMIE;POLITIQUE","ADMINISTRATION;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Cauline","Axele","1994","NUCLEAIRE;AERONAUTIQUE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Lahna","Lauris","1994","STRATEGIE;MANAGEMENT","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Mae-lee","Ulisse","1976","SPATIAL","CONFIDENT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Lucas","Lea","1988","DURABLE;POLITIQUE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Basile","Ulisse","1998","DATA","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Khiara","Amira","1972","MATHS","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Mahia","Diego","1994","DEFENSE","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","David","Livia","2008","INTELLIGENCE_ARTIFICIELLE;SCIENCE;FINANCE","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Lali","Charlotte","1974","DATA;ENERGIE;MATHS","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Carla","Ambre","1970","MATHS;SCIENCE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Leandre","Maeline","1988","SPATIAL;AERONAUTIQUE;FINANCE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mae-lee","Camelia","2004","MANAGEMENT;AERONAUTIQUE;POLITIQUE;DEFENSE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Margaux","Achile","1977","DURABLE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Amandine","Jeane","1996","SCIENCE;FINANCE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Milan","Leana","2008","ECONOMIE;ENERGIE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Esteban","Noemi","1997","ECONOMIE","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Ines","Bastien","2009","STRATEGIE;NUCLEAIRE;ENERGIE;MATHS","CONFIDENT;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Ewen","Assia","1978","DURABLE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Leane","Tessa","2004","NUCLEAIRE;DURABLE","ENTREPRENEURIAT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Thimote","Andrea","1995","ECONOMIE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Ilias","Imraan","1996","MANAGEMENT;POLITIQUE","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Andrea","Lilian","1985","SPATIAL;POLITIQUE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Thibault","Morgane","2002","DATA","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Josef","Morgan","1991","ENERGIE;MANAGEMENT","ENTREPRISE;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Julian","Lhouna","2008","SPATIAL;ENERGIE;CONSEIL;INTELLIGENCE_ARTIFICIELLE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Lino","Lali","1989","ECONOMIE;ENERGIE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Thony","Diego","1994","SCIENCE;MANAGEMENT;POLITIQUE","ENTREPRENEURIAT;RECHERCHE","False"
