"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Lise","Gaetan","2020","DATA;SPATIAL;FINANCE;DEFENSE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Thiago","Marwa","2020","SCIENCE;ENERGIE","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Mae-lee","Khiara","2020","STRATEGIE;INTELLIGENCE_ARTIFICIELLE;AERONAUTIQUE;DEFENSE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Maxence","Etan","2020","ECONOMIE;ENERGIE;NUCLEAIRE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Ahava","Jena","2020","STRATEGIE;ECONOMIE;SPATIAL;NUCLEAIRE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Lou","Nina","2020","STRATEGIE;SPATIAL;MANAGEMENT","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Ennora","Julian","2020","NUCLEAIRE;SCIENCE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Liana","Axel","2020","DATA;INTELLIGENCE_ARTIFICIELLE;DEFENSE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Camille","Chloe","2020","SPATIAL;DEFENSE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Roxane","Charles","2020","MATHS;NUCLEAIRE;CONSEIL;POLITIQUE","ENTREPRISE;ADMINISTRATION","False"
