"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Lilian","Milo","1993","MATHS;ENERGIE;FINANCE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Gaetan","Nahomi","2002","INTELLIGENCE_ARTIFICIELLE;SCIENCE;FINANCE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Maria","Charline","1994","ECONOMIE;AERONAUTIQUE;POLITIQUE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Julian","Ameli","1970","MATHS;ECONOMIE;CONSEIL","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Gauthier","Ahava","1986","POLITIQUE","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Lhouna","Kelhia","1981","MATHS;SCIENCE;STRATEGIE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Apauline","Mahia","1989","MATHS;SPATIAL","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Tess","Lluna","1978","INTELLIGENCE_ARTIFICIELLE;SCIENCE;DURABLE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Romi","Maelia","1983","AERONAUTIQUE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Noemi","Mae","2000","ECONOMIE;POLITIQUE","ENTREPRENEURIAT","True"
